Assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Species	Genera	strain
GCF_005238605.1	PRJNA224116	SAMN09435118	QPZI00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-6-41	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523860v1	University of Otago	GCA_005238605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/605/GCF_005238605.1_ASM523860v1	NA	NA	faecalis	Enterococcus	10_6_41
GCF_005238615.1	PRJNA224116	SAMN09435115	QPZL00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-2-12	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523861v1	University of Otago	GCA_005238615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/615/GCF_005238615.1_ASM523861v1	NA	NA	faecalis	Enterococcus	10_2_12
GCF_005238635.1	PRJNA224116	SAMN09435113	QPZN00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-1-09	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523863v1	University of Otago	GCA_005238635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/635/GCF_005238635.1_ASM523863v1	NA	NA	faecalis	Enterococcus	10_1_09
GCF_005238685.1	PRJNA224116	SAMN09435149	QPYD00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-2-17	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523868v1	University of Otago	GCA_005238685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/685/GCF_005238685.1_ASM523868v1	NA	NA	faecalis	Enterococcus	13_2_17
GCF_005238695.1	PRJNA224116	SAMN09435146	QPYG00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1VP	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523869v1	University of Otago	GCA_005238695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/695/GCF_005238695.1_ASM523869v1	NA	NA	faecalis	Enterococcus	13_1VP
GCF_005238705.1	PRJNA224116	SAMN09435147	QPYF00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-2-13	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523870v1	University of Otago	GCA_005238705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/705/GCF_005238705.1_ASM523870v1	NA	NA	faecalis	Enterococcus	13_2_13
GCF_005238715.1	PRJNA224116	SAMN09435145	QPYH00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1-10	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523871v1	University of Otago	GCA_005238715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/715/GCF_005238715.1_ASM523871v1	NA	NA	faecalis	Enterococcus	13_1_10
GCF_005238775.1	PRJNA224116	SAMN09435138	QPYO00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1-05	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523877v1	University of Otago	GCA_005238775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/775/GCF_005238775.1_ASM523877v1	NA	NA	faecalis	Enterococcus	13_1_05
GCF_005238795.1	PRJNA224116	SAMN09435128	QPYY00000000.1	na	1351	1351	Enterococcus faecalis	strain=12-3-27	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523879v1	University of Otago	GCA_005238795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/795/GCF_005238795.1_ASM523879v1	NA	NA	faecalis	Enterococcus	12_3_27
GCF_005238845.1	PRJNA224116	SAMN09435123	QPZD00000000.1	na	1351	1351	Enterococcus faecalis	strain=11-3A	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523884v1	University of Otago	GCA_005238845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/845/GCF_005238845.1_ASM523884v1	NA	NA	faecalis	Enterococcus	11_3A
GCF_005238885.1	PRJNA224116	SAMN09435112	QPZO00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-1-05	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523888v1	University of Otago	GCA_005238885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/885/GCF_005238885.1_ASM523888v1	NA	NA	faecalis	Enterococcus	10_1_05
GCF_005238895.1	PRJNA224116	SAMN09435111	QPZP00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-1-04	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523889v1	University of Otago	GCA_005238895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/895/GCF_005238895.1_ASM523889v1	NA	NA	faecalis	Enterococcus	10_1_04
GCF_005238935.1	PRJNA224116	SAMN09435110	QPZQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-1-02	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523893v1	University of Otago	GCA_005238935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/935/GCF_005238935.1_ASM523893v1	NA	NA	faecalis	Enterococcus	10_1_02
GCF_005238955.1	PRJNA224116	SAMN09435109	QPZR00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-1-01	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523895v1	University of Otago	GCA_005238955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/955/GCF_005238955.1_ASM523895v1	NA	NA	faecalis	Enterococcus	10_1_01
GCF_005484525.1	PRJNA224116	SAMN11388367	NA	na	1351	1351	Enterococcus faecalis	strain=SGAir0397	NA	latest	Complete Genome	Major	Full	17/5/2019	ASM548452v1	Nanyang Technological University	GCA_005484525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/484/525/GCF_005484525.1_ASM548452v1	NA	NA	faecalis	Enterococcus	SGAir0397
GCF_005845015.1	PRJNA224116	SAMN10863283	SPFN00000000.1	na	1351	1351	Enterococcus faecalis	strain=BSD2780061688st3_G10	NA	latest	Scaffold	Major	Full	26/5/2019	ASM584501v1	Icahn School of Medicine at Mount Sinai	GCA_005845015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/845/015/GCF_005845015.1_ASM584501v1	NA	NA	faecalis	Enterococcus	BSD2780061688st3_G10
GCF_005979285.1	PRJNA224116	SAMN09428129	NA	na	1351	1351	Enterococcus faecalis	strain=C25	NA	latest	Complete Genome	Major	Full	4/6/2019	ASM597928v1	Sichuan University	GCA_005979285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/979/285/GCF_005979285.1_ASM597928v1	NA	NA	faecalis	Enterococcus	C25
GCF_005979305.1	PRJNA224116	SAMN09428130	NA	na	1351	1351	Enterococcus faecalis	strain=C54	NA	latest	Complete Genome	Major	Full	4/6/2019	ASM597930v1	Sichuan University	GCA_005979305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/979/305/GCF_005979305.1_ASM597930v1	NA	NA	faecalis	Enterococcus	C54
GCF_006335085.1	PRJNA224116	SAMN11961986	VDMY00000000.1	na	1351	1351	Enterococcus faecalis	strain=697T	NA	latest	Scaffold	Major	Full	12/6/2019	ASM633508v1	Faculdade de Farmacia, Universidad do Porto	GCA_006335085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/335/085/GCF_006335085.1_ASM633508v1	NA	NA	faecalis	Enterococcus	697T
GCF_006349345.1	PRJNA224116	SAMN11959349	NA	na	1351	1351	Enterococcus faecalis	strain=HA-1	NA	latest	Complete Genome	Major	Full	15/6/2019	ASM634934v1	kyungpook national university	GCA_006349345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/349/345/GCF_006349345.1_ASM634934v1	NA	NA	faecalis	Enterococcus	HA_1
GCF_006364815.1	PRJNA224116	SAMN10346775	NA	na	1351	1351	Enterococcus faecalis	strain=FDAARGOS_611	NA	latest	Complete Genome	Major	Full	19/6/2019	ASM636481v1	US Food and Drug Administration	GCA_006364815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/815/GCF_006364815.1_ASM636481v1	NA	NA	faecalis	Enterococcus	FDAARGOS_611
GCF_006494835.1	PRJNA224116	SAMN11397621	NA	na	1351	1351	Enterococcus faecalis	strain=VE14089	NA	latest	Complete Genome	Major	Full	27/6/2019	ASM649483v1	INRA Jouy-en-Josas	GCA_006494835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/835/GCF_006494835.1_ASM649483v1	NA	NA	faecalis	Enterococcus	VE14089
GCF_006494855.1	PRJNA224116	SAMN11415942	NA	na	1351	1351	Enterococcus faecalis	strain=VE18379	NA	latest	Complete Genome	Major	Full	27/6/2019	ASM649485v1	INRA Jouy-en-Josas	GCA_006494855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/855/GCF_006494855.1_ASM649485v1	NA	NA	faecalis	Enterococcus	VE18379
GCF_006494875.1	PRJNA224116	SAMN11416928	NA	na	1351	1351	Enterococcus faecalis	strain=VE18395	NA	latest	Complete Genome	Major	Full	27/6/2019	ASM649487v1	INRA Jouy-en-Josas	GCA_006494875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/875/GCF_006494875.1_ASM649487v1	NA	NA	faecalis	Enterococcus	VE18395
GCF_006538865.1	PRJNA224116	SAMD00093698	BJLX00000000.1	na	1351	1351	Enterococcus faecalis	strain=NBRC 3971	NA	latest	Contig	Major	Full	12/6/2019	ASM653886v1	National Institute of Technology and Evaluation Biological Resource Center	GCA_006538865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/538/865/GCF_006538865.1_ASM653886v1	NA	NA	faecalis	Enterococcus	NBRC_3971
GCF_006539225.1	PRJNA224116	SAMD00097229	BJMP00000000.1	na	1351	1351	Enterococcus faecalis	strain=NBRC 12965	NA	latest	Contig	Major	Full	12/6/2019	ASM653922v1	National Institute of Technology and Evaluation Biological Resource Center	GCA_006539225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/225/GCF_006539225.1_ASM653922v1	NA	NA	faecalis	Enterococcus	NBRC_12965
GCF_006541075.1	PRJNA224116	SAMN12082467	VHSC00000000.1	na	1351	1351	Enterococcus faecalis	strain=C144	NA	latest	Contig	Major	Full	1/7/2019	ASM654107v1	Agriculture and Agri-Food Canada	GCA_006541075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/075/GCF_006541075.1_ASM654107v1	NA	NA	faecalis	Enterococcus	C144
GCF_006541085.1	PRJNA224116	SAMN12082492	VHRD00000000.1	na	1351	1351	Enterococcus faecalis	strain=R43E	NA	latest	Contig	Major	Full	1/7/2019	ASM654108v1	Agriculture and Agri-Food Canada	GCA_006541085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/085/GCF_006541085.1_ASM654108v1	NA	NA	faecalis	Enterococcus	R43E
GCF_006541095.1	PRJNA224116	SAMN12082481	VHRO00000000.1	na	1351	1351	Enterococcus faecalis	strain=H22	NA	latest	Contig	Major	Full	1/7/2019	ASM654109v1	Agriculture and Agri-Food Canada	GCA_006541095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/095/GCF_006541095.1_ASM654109v1	NA	NA	faecalis	Enterococcus	H22
GCF_006541115.1	PRJNA224116	SAMN12082484	VHRL00000000.1	na	1351	1351	Enterococcus faecalis	strain=H74	NA	latest	Contig	Major	Full	1/7/2019	ASM654111v1	Agriculture and Agri-Food Canada	GCA_006541115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/115/GCF_006541115.1_ASM654111v1	NA	NA	faecalis	Enterococcus	H74
GCF_006541155.1	PRJNA224116	SAMN12082487	VHRI00000000.1	na	1351	1351	Enterococcus faecalis	strain=R20	NA	latest	Contig	Major	Full	1/7/2019	ASM654115v1	Agriculture and Agri-Food Canada	GCA_006541155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/155/GCF_006541155.1_ASM654115v1	NA	NA	faecalis	Enterococcus	R20
GCF_006541185.1	PRJNA224116	SAMN12082483	VHRM00000000.1	na	1351	1351	Enterococcus faecalis	strain=H44	NA	latest	Contig	Major	Full	1/7/2019	ASM654118v1	Agriculture and Agri-Food Canada	GCA_006541185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/185/GCF_006541185.1_ASM654118v1	NA	NA	faecalis	Enterococcus	H44
GCF_006541215.1	PRJNA224116	SAMN12082465	VHSE00000000.1	na	1351	1351	Enterococcus faecalis	strain=C112	NA	latest	Contig	Major	Full	1/7/2019	ASM654121v1	Agriculture and Agri-Food Canada	GCA_006541215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/215/GCF_006541215.1_ASM654121v1	NA	NA	faecalis	Enterococcus	C112
GCF_006541225.1	PRJNA224116	SAMN12082469	VHSA00000000.1	na	1351	1351	Enterococcus faecalis	strain=G109	NA	latest	Contig	Major	Full	1/7/2019	ASM654122v1	Agriculture and Agri-Food Canada	GCA_006541225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/225/GCF_006541225.1_ASM654122v1	NA	NA	faecalis	Enterococcus	G109
GCF_006541255.1	PRJNA224116	SAMN12082485	VHRK00000000.1	na	1351	1351	Enterococcus faecalis	strain=H96E	NA	latest	Contig	Major	Full	1/7/2019	ASM654125v1	Agriculture and Agri-Food Canada	GCA_006541255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/255/GCF_006541255.1_ASM654125v1	NA	NA	faecalis	Enterococcus	H96E
GCF_006541265.1	PRJNA224116	SAMN12082480	VHRP00000000.1	na	1351	1351	Enterococcus faecalis	strain=H136	NA	latest	Contig	Major	Full	1/7/2019	ASM654126v1	Agriculture and Agri-Food Canada	GCA_006541265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/265/GCF_006541265.1_ASM654126v1	NA	NA	faecalis	Enterococcus	H136
GCF_006541295.1	PRJNA224116	SAMN12082470	VHRZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=G127E	NA	latest	Contig	Major	Full	1/7/2019	ASM654129v1	Agriculture and Agri-Food Canada	GCA_006541295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/295/GCF_006541295.1_ASM654129v1	NA	NA	faecalis	Enterococcus	G127E
GCF_006541305.1	PRJNA224116	SAMN12082468	VHSB00000000.1	na	1351	1351	Enterococcus faecalis	strain=C146	NA	latest	Contig	Major	Full	1/7/2019	ASM654130v1	Agriculture and Agri-Food Canada	GCA_006541305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/305/GCF_006541305.1_ASM654130v1	NA	NA	faecalis	Enterococcus	C146
GCF_006541335.1	PRJNA224116	SAMN12082471	VHRY00000000.1	na	1351	1351	Enterococcus faecalis	strain=G138E	NA	latest	Contig	Major	Full	1/7/2019	ASM654133v1	Agriculture and Agri-Food Canada	GCA_006541335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/335/GCF_006541335.1_ASM654133v1	NA	NA	faecalis	Enterococcus	G138E
GCF_006541345.1	PRJNA224116	SAMN12082472	VHRX00000000.1	na	1351	1351	Enterococcus faecalis	strain=G149	NA	latest	Contig	Major	Full	1/7/2019	ASM654134v1	Agriculture and Agri-Food Canada	GCA_006541345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/345/GCF_006541345.1_ASM654134v1	NA	NA	faecalis	Enterococcus	G149
GCF_006541355.1	PRJNA224116	SAMN12082474	VHRV00000000.1	na	1351	1351	Enterococcus faecalis	strain=G69E	NA	latest	Contig	Major	Full	1/7/2019	ASM654135v1	Agriculture and Agri-Food Canada	GCA_006541355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/355/GCF_006541355.1_ASM654135v1	NA	NA	faecalis	Enterococcus	G69E
GCF_006541395.1	PRJNA224116	SAMN12082466	VHSD00000000.1	na	1351	1351	Enterococcus faecalis	strain=C138	NA	latest	Contig	Major	Full	1/7/2019	ASM654139v1	Agriculture and Agri-Food Canada	GCA_006541395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/395/GCF_006541395.1_ASM654139v1	NA	NA	faecalis	Enterococcus	C138
GCF_006541405.1	PRJNA224116	SAMN12082473	VHRW00000000.1	na	1351	1351	Enterococcus faecalis	strain=G42	NA	latest	Contig	Major	Full	1/7/2019	ASM654140v1	Agriculture and Agri-Food Canada	GCA_006541405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/405/GCF_006541405.1_ASM654140v1	NA	NA	faecalis	Enterococcus	G42
GCF_006541435.1	PRJNA224116	SAMN12082507	VHQO00000000.1	na	1351	1351	Enterococcus faecalis	strain=W97	NA	latest	Contig	Major	Full	1/7/2019	ASM654143v1	Agriculture and Agri-Food Canada	GCA_006541435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/435/GCF_006541435.1_ASM654143v1	NA	NA	faecalis	Enterococcus	W97
GCF_006541465.1	PRJNA224116	SAMN12082476	VHRT00000000.1	na	1351	1351	Enterococcus faecalis	strain=G85	NA	latest	Contig	Major	Full	1/7/2019	ASM654146v1	Agriculture and Agri-Food Canada	GCA_006541465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/465/GCF_006541465.1_ASM654146v1	NA	NA	faecalis	Enterococcus	G85
GCF_006541515.1	PRJNA224116	SAMN12082501	VHQU00000000.1	na	1351	1351	Enterococcus faecalis	strain=W100	NA	latest	Contig	Major	Full	1/7/2019	ASM654151v1	Agriculture and Agri-Food Canada	GCA_006541515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/515/GCF_006541515.1_ASM654151v1	NA	NA	faecalis	Enterococcus	W100
GCF_006541525.1	PRJNA224116	SAMN12082499	VHQW00000000.1	na	1351	1351	Enterococcus faecalis	strain=R5E	NA	latest	Contig	Major	Full	1/7/2019	ASM654152v1	Agriculture and Agri-Food Canada	GCA_006541525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/525/GCF_006541525.1_ASM654152v1	NA	NA	faecalis	Enterococcus	R5E
GCF_006541545.1	PRJNA224116	SAMN12082489	VHRG00000000.1	na	1351	1351	Enterococcus faecalis	strain=R29	NA	latest	Contig	Major	Full	1/7/2019	ASM654154v1	Agriculture and Agri-Food Canada	GCA_006541545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/545/GCF_006541545.1_ASM654154v1	NA	NA	faecalis	Enterococcus	R29
GCF_006541595.1	PRJNA224116	SAMN12082500	VHQV00000000.1	na	1351	1351	Enterococcus faecalis	strain=R7	NA	latest	Contig	Major	Full	1/7/2019	ASM654159v1	Agriculture and Agri-Food Canada	GCA_006541595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/595/GCF_006541595.1_ASM654159v1	NA	NA	faecalis	Enterococcus	R7
GCF_006541655.1	PRJNA224116	SAMN12082498	VHQX00000000.1	na	1351	1351	Enterococcus faecalis	strain=R53	NA	latest	Contig	Major	Full	1/7/2019	ASM654165v1	Agriculture and Agri-Food Canada	GCA_006541655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/655/GCF_006541655.1_ASM654165v1	NA	NA	faecalis	Enterococcus	R53
GCF_006541705.1	PRJNA224116	SAMN12082490	VHRF00000000.1	na	1351	1351	Enterococcus faecalis	strain=R30	NA	latest	Contig	Major	Full	1/7/2019	ASM654170v1	Agriculture and Agri-Food Canada	GCA_006541705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/705/GCF_006541705.1_ASM654170v1	NA	NA	faecalis	Enterococcus	R30
GCF_006541715.1	PRJNA224116	SAMN12082493	VHRC00000000.1	na	1351	1351	Enterococcus faecalis	strain=R49	NA	latest	Contig	Major	Full	1/7/2019	ASM654171v1	Agriculture and Agri-Food Canada	GCA_006541715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/715/GCF_006541715.1_ASM654171v1	NA	NA	faecalis	Enterococcus	R49
GCF_006541755.1	PRJNA224116	SAMN12082477	VHRS00000000.1	na	1351	1351	Enterococcus faecalis	strain=H102	NA	latest	Contig	Major	Full	1/7/2019	ASM654175v1	Agriculture and Agri-Food Canada	GCA_006541755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/755/GCF_006541755.1_ASM654175v1	NA	NA	faecalis	Enterococcus	H102
GCF_006541775.1	PRJNA224116	SAMN12082491	VHRE00000000.1	na	1351	1351	Enterococcus faecalis	strain=R37	NA	latest	Contig	Major	Full	1/7/2019	ASM654177v1	Agriculture and Agri-Food Canada	GCA_006541775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/775/GCF_006541775.1_ASM654177v1	NA	NA	faecalis	Enterococcus	R37
GCF_006541785.1	PRJNA224116	SAMN12082495	VHRA00000000.1	na	1351	1351	Enterococcus faecalis	strain=R50	NA	latest	Contig	Major	Full	1/7/2019	ASM654178v1	Agriculture and Agri-Food Canada	GCA_006541785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/785/GCF_006541785.1_ASM654178v1	NA	NA	faecalis	Enterococcus	R50
GCF_006541795.1	PRJNA224116	SAMN12082497	VHQY00000000.1	na	1351	1351	Enterococcus faecalis	strain=R52	NA	latest	Contig	Major	Full	1/7/2019	ASM654179v1	Agriculture and Agri-Food Canada	GCA_006541795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/795/GCF_006541795.1_ASM654179v1	NA	NA	faecalis	Enterococcus	R52
GCF_006541805.1	PRJNA224116	SAMN12082482	VHRN00000000.1	na	1351	1351	Enterococcus faecalis	strain=H4	NA	latest	Contig	Major	Full	1/7/2019	ASM654180v1	Agriculture and Agri-Food Canada	GCA_006541805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/805/GCF_006541805.1_ASM654180v1	NA	NA	faecalis	Enterococcus	H4
GCF_006541855.1	PRJNA224116	SAMN12082496	VHQZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=R51	NA	latest	Contig	Major	Full	1/7/2019	ASM654185v1	Agriculture and Agri-Food Canada	GCA_006541855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/855/GCF_006541855.1_ASM654185v1	NA	NA	faecalis	Enterococcus	R51
GCF_006541875.1	PRJNA224116	SAMN12082505	VHQQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=W19	NA	latest	Contig	Major	Full	1/7/2019	ASM654187v1	Agriculture and Agri-Food Canada	GCA_006541875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/875/GCF_006541875.1_ASM654187v1	NA	NA	faecalis	Enterococcus	W19
GCF_006541885.1	PRJNA224116	SAMN12082506	VHQP00000000.1	na	1351	1351	Enterococcus faecalis	strain=W84	NA	latest	Contig	Major	Full	1/7/2019	ASM654188v1	Agriculture and Agri-Food Canada	GCA_006541885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/885/GCF_006541885.1_ASM654188v1	NA	NA	faecalis	Enterococcus	W84
GCF_006541905.1	PRJNA224116	SAMN12082475	VHRU00000000.1	na	1351	1351	Enterococcus faecalis	strain=G81	NA	latest	Contig	Major	Full	1/7/2019	ASM654190v1	Agriculture and Agri-Food Canada	GCA_006541905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/541/905/GCF_006541905.1_ASM654190v1	NA	NA	faecalis	Enterococcus	G81
GCF_006766145.1	PRJNA224116	SAMN12168219	NA	na	1351	1351	Enterococcus faecalis	strain=DM01	NA	latest	Complete Genome	Major	Full	9/7/2019	ASM676614v1	Dongduk Women's University	GCA_006766145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/766/145/GCF_006766145.1_ASM676614v1	NA	NA	faecalis	Enterococcus	DM01
GCF_007034685.1	PRJNA224116	SAMD00169686	BJTH00000000.1	na	1351	1351	Enterococcus faecalis	strain=J107	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703468v1	Institute for Advanced Biosciences, Keio University	GCA_007034685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/034/685/GCF_007034685.1_ASM703468v1	NA	NA	faecalis	Enterococcus	J107
GCF_007034765.1	PRJNA224116	SAMD00169687	BJTI00000000.1	na	1351	1351	Enterococcus faecalis	strain=J137	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703476v1	Institute for Advanced Biosciences, Keio University	GCA_007034765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/034/765/GCF_007034765.1_ASM703476v1	NA	NA	faecalis	Enterococcus	J137
GCF_007034845.1	PRJNA224116	SAMD00169688	BJTJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=J138	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703484v1	Institute for Advanced Biosciences, Keio University	GCA_007034845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/034/845/GCF_007034845.1_ASM703484v1	NA	NA	faecalis	Enterococcus	J138
GCF_007034965.1	PRJNA224116	SAMD00169689	BJTK00000000.1	na	1351	1351	Enterococcus faecalis	strain=J147	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703496v1	Institute for Advanced Biosciences, Keio University	GCA_007034965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/034/965/GCF_007034965.1_ASM703496v1	NA	NA	faecalis	Enterococcus	J147
GCF_007035085.1	PRJNA224116	SAMD00169690	BJTL00000000.1	na	1351	1351	Enterococcus faecalis	strain=J158	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703508v1	Institute for Advanced Biosciences, Keio University	GCA_007035085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/035/085/GCF_007035085.1_ASM703508v1	NA	NA	faecalis	Enterococcus	J158
GCF_007035185.1	PRJNA224116	SAMD00169691	BJTM00000000.1	na	1351	1351	Enterococcus faecalis	strain=J159	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703518v1	Institute for Advanced Biosciences, Keio University	GCA_007035185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/035/185/GCF_007035185.1_ASM703518v1	NA	NA	faecalis	Enterococcus	J159
GCF_007035245.1	PRJNA224116	SAMD00169692	BJTN00000000.1	na	1351	1351	Enterococcus faecalis	strain=J188	NA	latest	Scaffold	Major	Full	8/7/2019	ASM703524v1	Institute for Advanced Biosciences, Keio University	GCA_007035245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/035/245/GCF_007035245.1_ASM703524v1	NA	NA	faecalis	Enterococcus	J188
